dataset;method;SA;MRE;Runtime
5;3;0.447233;0.757438;8.520476
5;1;1.754349;-0.425186;0.023127
5;2;0.395652;0.529459;0.024361
5;3;0.417909;0.703739;8.634940
5;1;1.022342;0.405786;0.023181
5;2;0.624324;0.611289;0.024422
5;3;0.373031;0.813051;8.535216
5;1;1.578080;-0.035432;0.023318
5;2;0.308333;0.798759;0.024555
5;3;0.675055;0.330513;8.851159
5;1;2.211922;0.129697;0.023262
5;2;0.587601;0.441544;0.024495
5;3;0.381975;0.489257;8.660623
5;1;2.581928;0.410327;0.023124
5;2;0.470588;0.745167;0.024352
5;3;0.206654;0.790781;8.504654
5;1;1.288894;-0.182170;0.023191
5;2;0.832518;0.327146;0.024419
5;3;0.460072;0.673036;8.617571
5;1;1.129994;0.586848;0.024063
5;2;0.928008;0.711902;0.025377
5;3;0.976812;0.496895;8.831709
5;1;0.422441;0.491569;0.023498
5;2;0.534687;0.624780;0.024721
5;3;0.689690;0.657514;8.380713
5;1;0.393427;0.311074;0.023286
5;2;0.235669;0.144173;0.024540
5;3;0.799661;0.109036;8.853165
5;1;2.045292;-0.497234;0.023490
5;2;0.041916;0.893630;0.024724
5;3;0.828202;0.488052;8.870183
5;1;1.754349;-0.816951;0.023590
5;2;0.395652;0.574008;0.024823
5;3;0.276185;0.656893;8.573864
5;1;1.022342;0.495909;0.023063
5;2;0.624324;0.572628;0.024283
5;3;0.417674;0.780409;8.553738
5;1;1.578080;-0.044274;0.023504
5;2;0.308333;0.804909;0.024771
5;3;0.613488;0.547930;8.514881
5;1;2.211922;0.179910;0.024110
5;2;0.587601;0.405050;0.025404
5;3;0.580058;0.449793;8.261283
5;1;2.581928;0.339982;0.023181
5;2;0.470588;0.735485;0.024429
5;3;0.361216;0.802433;8.650379
5;1;1.288894;-0.078782;0.023314
5;2;0.832518;0.422963;0.024560
5;3;0.297879;0.627588;9.074987
5;1;1.129994;0.603490;0.023209
5;2;0.928008;0.708027;0.024446
5;3;0.558563;0.675844;8.681738
4;1;11.356959;-15.351626;0.190137
4;2;0.171746;0.786481;0.194928
4;3;0.278543;0.625213;27.871119
4;1;3.284440;-1.668560;0.117849
4;2;0.388557;0.720298;0.122583
4;3;0.487331;0.647646;28.393093
4;1;17.434539;-5.006056;0.100062
4;2;0.440110;0.475999;0.104292
4;3;0.519960;0.549050;29.095748
4;1;1.433578;-0.602861;0.105234
4;2;0.545549;0.328721;0.109467
4;3;0.541865;0.614831;29.836629
4;1;5.404717;-5.411035;0.097736
4;2;1.510160;-0.202132;0.101759
4;3;0.569342;0.660480;30.353276
4;1;18.415221;-7.658410;0.099676
4;2;0.625110;0.208767;0.103861
4;3;0.384746;0.702601;28.947584
4;1;8.541201;-3.609271;0.097920
4;2;1.059298;0.304530;0.101964
4;3;0.480642;0.479112;29.504836
4;1;0.860714;-0.074242;0.100746
4;2;0.508205;0.242842;0.104972
4;3;0.429761;0.564912;29.643034
4;1;3.530079;-1.468096;0.102257
4;2;0.586389;0.537731;0.107239
4;3;0.370576;0.747006;30.485203
4;1;2.194351;-2.284721;0.098673
4;2;0.497871;-0.258855;0.102741
4;3;0.439955;0.755494;29.494758
4;1;11.356959;-14.053735;0.098706
4;2;0.171746;0.767103;0.102804
4;3;0.414139;0.631913;29.423818
4;1;3.284440;-1.769648;0.100863
4;2;0.388557;0.745535;0.105121
4;3;0.348970;0.752369;28.729106
4;1;17.434539;-4.502194;0.097908
4;2;0.440110;0.471966;0.101940
4;3;0.570982;0.489665;28.663954
4;1;1.433578;-0.624292;0.099466
4;2;0.545549;0.289224;0.103677
4;3;0.509587;0.504926;27.836563
4;1;5.404717;-6.312231;0.098117
4;2;1.510160;-0.052708;0.102189
4;3;1.430351;0.136200;29.606916
4;1;18.415221;-8.185446;0.098793
4;2;0.625110;0.265549;0.102903
4;3;0.395012;0.683897;29.793319
4;1;8.541201;-3.258404;0.098421
4;2;1.059298;0.276137;0.102445
4;3;0.443730;0.579656;28.594695
4;1;0.860714;-0.097249;0.100111
4;2;0.508205;0.207074;0.104324
4;3;0.472703;0.562768;30.050221
4;1;3.530079;-1.647572;0.097888
4;2;0.586389;0.521473;0.101941
4;3;0.339943;0.705633;28.946819
4;1;2.194351;-2.320903;0.107658
4;2;0.497871;-0.261969;0.111927
4;3;0.418613;0.719507;29.743005
4;1;11.356959;-15.151582;0.097604
4;2;0.171746;0.783063;0.101628
4;3;0.216878;0.686053;28.631292
4;1;3.284440;-1.890121;0.107657
4;2;0.388557;0.742981;0.112577
4;3;0.540824;0.624532;29.418449
4;1;17.434539;-5.018516;0.097565
4;2;0.440110;0.464606;0.101688
4;3;0.513908;0.546271;28.274185
4;1;1.433578;-0.552305;0.099866
4;2;0.545549;0.375963;0.104023
4;3;0.483068;0.522918;29.231501
4;1;5.404717;-5.638538;0.098295
4;2;1.510160;-0.141531;0.102322
4;3;0.716649;0.287160;28.636951
4;1;18.415221;-9.052032;0.149690
4;2;0.625110;0.221675;0.153966
4;3;0.452350;0.693492;27.855738
4;1;8.541201;-3.483440;0.098047
4;2;1.059298;0.283808;0.102203
4;3;0.457357;0.480978;29.685098
4;1;0.860714;-0.119880;0.097762
4;2;0.508205;0.236574;0.101841
4;3;0.437524;0.533794;28.746294
4;1;3.530079;-1.622673;0.100186
4;2;0.586389;0.487224;0.104370
4;3;0.959085;0.384242;29.863407
4;1;2.194351;-2.166109;0.097588
4;2;0.497871;-0.290508;0.101640
4;3;0.606680;0.500838;29.156024
4;1;11.356959;-15.176753;0.115866
4;2;0.171746;0.769261;0.120119
4;3;0.306113;0.676603;29.142861
4;1;3.284440;-1.520921;0.098375
4;2;0.388557;0.712893;0.102516
4;3;0.414643;0.711879;29.153036
4;1;17.434539;-4.767319;0.101895
4;2;0.440110;0.467129;0.107137
4;3;0.539088;0.532917;28.638200
4;1;1.433578;-0.532105;0.097994
4;2;0.545549;0.318609;0.102107
4;3;0.509091;0.482861;29.502882
4;1;5.404717;-6.244600;0.100573
4;2;1.510160;-0.156779;0.104753
4;3;0.642853;0.287893;30.200533
4;1;18.415221;-8.470369;0.098105
4;2;0.625110;0.270383;0.102206
4;3;0.321629;0.782999;28.157722
4;1;8.541201;-3.503267;0.100386
4;2;1.059298;0.300162;0.104707
4;3;0.600109;0.532319;30.026577
4;1;0.860714;-0.086389;0.098130
4;2;0.508205;0.262340;0.102264
4;3;0.344192;0.481368;29.132257
4;1;3.530079;-1.600891;0.098186
4;2;0.586389;0.534910;0.102325
4;3;0.306833;0.722811;30.103888
4;1;2.194351;-2.440086;0.097515
4;2;0.497871;-0.352164;0.101558
4;3;0.347121;0.765541;29.954211
4;1;11.356959;-16.496990;0.099745
4;2;0.171746;0.774295;0.104007
4;3;0.334543;0.662658;27.937811
4;1;3.284440;-1.584992;0.098291
4;2;0.388557;0.711987;0.102393
4;3;0.425448;0.682879;28.998416
4;1;17.434539;-4.913337;0.100314
4;2;0.440110;0.484492;0.104570
4;3;0.452624;0.592057;30.478029
4;1;1.433578;-0.716090;0.098005
4;2;0.545549;0.320833;0.102143
4;3;0.567279;0.565075;29.308375
4;1;5.404717;-4.927127;0.107800
4;2;1.510160;-0.148790;0.112747
4;3;1.497795;0.158468;29.282039
4;1;18.415221;-8.423884;0.097759
4;2;0.625110;0.239251;0.101829
4;3;0.320970;0.740594;29.159349
4;1;8.541201;-3.376101;0.108151
4;2;1.059298;0.271893;0.112380
4;3;0.547339;0.498802;30.024422
4;1;0.860714;-0.141177;0.097866
4;2;0.508205;0.252572;0.101931
4;3;0.430031;0.396099;29.266148
4;1;3.530079;-1.780673;0.108044
4;2;0.586389;0.539556;0.112279
4;3;0.167141;0.835216;29.440939
4;1;2.194351;-2.389181;0.097873
4;2;0.497871;-0.406811;0.101926
4;3;0.531241;0.645810;28.499446
4;1;11.356959;-14.819910;0.099621
4;2;0.171746;0.781160;0.103806
4;3;0.227896;0.731206;28.707991
4;1;3.284440;-1.863449;0.117836
4;2;0.388557;0.728194;0.121965
4;3;0.315680;0.787561;28.862033
4;1;17.434539;-4.859079;0.100035
4;2;0.440110;0.491164;0.104266
4;3;0.555927;0.495759;29.172538
4;1;1.433578;-0.673858;0.097902
4;2;0.545549;0.326326;0.102004
4;3;0.546106;0.525030;29.733245
4;1;5.404717;-5.915607;0.099959
4;2;1.510160;-0.036917;0.104213
4;3;1.290252;0.291754;28.691693
4;1;18.415221;-7.852621;0.099878
4;2;0.625110;0.279470;0.104125
4;3;0.425521;0.693840;29.598071
4;1;8.541201;-3.552369;0.107747
4;2;1.059298;0.243972;0.112058
4;3;0.615973;0.520395;29.534723
4;1;0.860714;-0.122852;0.097727
4;2;0.508205;0.205074;0.101758
4;3;0.464609;0.555005;29.075809
4;1;3.530079;-1.710870;0.107675
4;2;0.586389;0.500575;0.111964
4;3;0.268196;0.769637;28.289103
4;1;2.194351;-2.691127;0.097606
4;2;0.497871;-0.317474;0.101673
4;3;0.631378;0.533181;29.380248
4;1;11.356959;-14.167945;0.099692
4;2;0.171746;0.780327;0.103879
4;3;0.413562;0.726084;29.005015
4;1;3.284440;-1.841939;0.097686
4;2;0.388557;0.718729;0.101807
4;3;0.405971;0.715331;28.421615
4;1;17.434539;-5.233084;0.097457
4;2;0.440110;0.487655;0.101592
4;3;0.554276;0.564436;29.643513
4;1;1.433578;-0.574841;0.099929
4;2;0.545549;0.310664;0.104243
4;3;0.474608;0.545075;29.970605
4;1;5.404717;-5.642770;0.097642
4;2;1.510160;-0.159039;0.101646
4;3;0.743677;0.352070;30.316882
4;1;18.415221;-8.523882;0.099456
4;2;0.625110;0.242410;0.103721
4;3;0.480330;0.720480;29.728923
4;1;8.541201;-3.485941;0.097787
4;2;1.059298;0.330513;0.101917
4;3;0.627424;0.487719;28.630262
4;1;0.860714;-0.067958;0.097448
4;2;0.508205;0.217090;0.101486
4;3;0.412595;0.533892;29.732784
4;1;3.530079;-1.478796;0.097503
4;2;0.586389;0.568080;0.101554
4;3;0.398390;0.712358;29.536639
4;1;2.194351;-2.417822;0.099472
4;2;0.497871;-0.275462;0.103730
4;3;0.375348;0.592568;28.521349
4;1;11.356959;-16.282723;0.097893
4;2;0.171746;0.786363;0.101993
4;3;0.257337;0.657590;28.219053
4;1;3.284440;-1.760617;0.099577
4;2;0.388557;0.736348;0.103845
4;3;0.411958;0.764373;28.876725
4;1;17.434539;-4.952672;0.097329
4;2;0.440110;0.518298;0.101387
4;3;0.326907;0.676437;28.494621
4;1;1.433578;-0.630845;0.099912
4;2;0.545549;0.265643;0.104128
4;3;0.492259;0.449876;30.022705
4;1;5.404717;-5.533696;0.097704
4;2;1.510160;-0.184031;0.101814
4;3;1.293659;-0.172433;30.539834
4;1;18.415221;-8.824620;0.099404
4;2;0.625110;0.284501;0.103542
4;3;0.444285;0.724223;28.951854
4;1;8.541201;-3.690111;0.097614
4;2;1.059298;0.316483;0.101647
4;3;0.559938;0.480883;29.588304
4;1;0.860714;-0.106846;0.128378
4;2;0.508205;0.236228;0.132562
4;3;0.373370;0.216497;28.905749
4;1;3.530079;-1.721937;0.097768
4;2;0.586389;0.499362;0.101875
4;3;0.447435;0.701078;27.673630
4;1;2.194351;-2.330004;0.099524
4;2;0.497871;-0.301989;0.103742
4;3;0.402004;0.712791;29.453398
4;1;11.356959;-13.891266;0.097913
4;2;0.171746;0.782895;0.102022
4;3;0.293712;0.724587;28.690221
4;1;3.284440;-1.721047;0.099723
4;2;0.388557;0.734104;0.103852
4;3;0.358118;0.785183;29.832592
4;1;17.434539;-4.980994;0.097551
4;2;0.440110;0.459328;0.101619
4;3;0.651420;0.531187;28.652141
4;1;1.433578;-0.600787;0.099702
4;2;0.545549;0.357059;0.103926
4;3;0.385724;0.330329;28.967293
4;1;5.404717;-5.489079;0.098210
4;2;1.510160;-0.180785;0.102346
4;3;1.511088;0.001564;28.917397
4;1;18.415221;-8.613116;0.099473
4;2;0.625110;0.290691;0.103782
4;3;0.506865;0.734351;29.245978
4;1;8.541201;-3.602550;0.098033
4;2;1.059298;0.298239;0.102069
4;3;0.345917;0.551816;29.079938
4;1;0.860714;-0.092722;0.099598
4;2;0.508205;0.250350;0.103826
4;3;0.388159;0.577581;29.491006
4;1;3.530079;-1.560901;0.097846
4;2;0.586389;0.518285;0.101967
4;3;0.161862;0.777199;28.714248
4;1;2.194351;-2.181078;0.099845
4;2;0.497871;-0.263484;0.104034
4;3;0.553825;0.660545;29.415945
4;1;11.356959;-14.154657;0.097919
4;2;0.171746;0.798344;0.102006
4;3;0.270734;0.611375;28.107652
4;1;3.284440;-1.750383;0.100232
4;2;0.388557;0.715026;0.104439
4;3;0.394487;0.763017;27.872034
4;1;17.434539;-5.088300;0.097591
4;2;0.440110;0.453965;0.101659
4;3;0.540444;0.568524;29.688835
4;1;1.433578;-0.526831;0.099780
4;2;0.545549;0.311105;0.103962
4;3;0.497469;0.515514;29.134532
4;1;5.404717;-5.260009;0.097933
4;2;1.510160;-0.159476;0.102046
4;3;1.040654;0.160081;28.977177
4;1;18.415221;-8.005132;0.097622
4;2;0.625110;0.207915;0.101725
4;3;0.556228;0.658250;29.217969
4;1;8.541201;-3.620983;0.100034
4;2;1.059298;0.297537;0.104233
4;3;0.513650;0.507695;28.936230
4;1;0.860714;-0.100920;0.097380
4;2;0.508205;0.265692;0.101471
4;3;0.397753;0.557424;29.269526
4;1;3.530079;-1.537625;0.099642
4;2;0.586389;0.535851;0.103793
4;3;0.231423;0.717069;29.226031
4;1;2.194351;-2.263438;0.097547
4;2;0.497871;-0.254950;0.101625
4;3;0.293969;0.743957;28.884642
4;1;11.356959;-14.516979;0.099788
4;2;0.171746;0.763346;0.104000
4;3;0.448799;0.607177;29.196150
4;1;3.284440;-1.834979;0.097522
4;2;0.388557;0.678835;0.101609
4;3;0.426726;0.690416;30.252524
4;1;17.434539;-4.928043;0.099512
4;2;0.440110;0.503613;0.103745
4;3;0.573100;0.501021;30.427013
4;1;1.433578;-0.642663;0.127691
4;2;0.545549;0.339825;0.131779
4;3;0.558374;0.595651;28.989375
4;1;5.404717;-5.241429;0.099667
4;2;1.510160;-0.091668;0.103837
4;3;0.779603;0.335373;28.953405
4;1;18.415221;-7.946374;0.097449
4;2;0.625110;0.252211;0.101444
4;3;0.400796;0.709595;28.472777
4;1;8.541201;-3.534827;0.098242
4;2;1.059298;0.332024;0.102385
4;3;0.476713;0.511810;28.430265
4;1;0.860714;-0.095575;0.097534
4;2;0.508205;0.242279;0.101638
4;3;0.404481;0.572598;29.417219
4;1;3.530079;-1.624305;0.099646
4;2;0.586389;0.526232;0.103856
4;3;0.239269;0.757262;29.388821
4;1;2.194351;-2.261249;0.097291
4;2;0.497871;-0.229536;0.101313
4;3;0.239707;0.650865;27.556439
4;1;11.356959;-14.055914;0.099822
4;2;0.171746;0.776491;0.104046
4;3;0.220402;0.624706;28.139924
4;1;3.284440;-1.607829;0.097696
4;2;0.388557;0.757045;0.101756
4;3;0.507667;0.649162;28.909633
4;1;17.434539;-5.295393;0.099451
4;2;0.440110;0.501367;0.103698
4;3;0.525207;0.520428;29.190267
4;1;1.433578;-0.620494;0.097399
4;2;0.545549;0.319983;0.101434
4;3;0.478076;0.532543;29.289630
4;1;5.404717;-5.343818;0.099989
4;2;1.510160;-0.080652;0.104222
4;3;0.999185;0.339756;29.699760
4;1;18.415221;-7.999138;0.097470
4;2;0.625110;0.269760;0.101517
4;3;0.381780;0.734822;30.289619
4;1;8.541201;-3.606658;0.099913
4;2;1.059298;0.284615;0.104096
4;3;0.631324;0.455937;30.424322
4;1;0.860714;-0.064060;0.097718
4;2;0.508205;0.279964;0.101784
4;3;0.392814;0.577831;28.245012
4;1;3.530079;-1.512727;0.099323
4;2;0.586389;0.518031;0.103516
4;3;0.321325;0.740443;29.171462
4;1;2.194351;-2.286525;0.097161
4;2;0.497871;-0.284558;0.101175
4;3;0.362221;0.767960;29.599448
4;1;11.356959;-14.206119;0.099841
4;2;0.171746;0.777753;0.104067
4;3;0.327506;0.719680;28.561247
4;1;3.284440;-1.556692;0.097286
4;2;0.388557;0.753273;0.101335
4;3;0.379751;0.691079;29.733363
4;1;17.434539;-4.845949;0.099507
4;2;0.440110;0.495869;0.103774
4;3;0.529312;0.532892;30.233773
4;1;1.433578;-0.558488;0.097727
4;2;0.545549;0.373651;0.101812
4;3;0.485905;0.509068;29.988190
4;1;5.404717;-5.769478;0.099744
4;2;1.510160;-0.150130;0.103933
4;3;1.512376;0.101157;28.558761
4;1;18.415221;-8.828948;0.097089
4;2;0.625110;0.283131;0.101151
4;3;0.233511;0.762828;28.812893
4;1;8.541201;-3.608535;0.099672
4;2;1.059298;0.303590;0.103927
4;3;0.469900;0.516902;29.483376
4;1;0.860714;-0.114270;0.097658
4;2;0.508205;0.246356;0.101755
4;3;0.491671;0.507697;28.912761
4;1;3.530079;-1.582365;0.099419
4;2;0.586389;0.540998;0.103601
4;3;0.366534;0.760929;29.719828
4;1;2.194351;-2.472926;0.097261
4;2;0.497871;-0.199421;0.101357
4;3;0.633428;0.550125;28.505040
4;1;11.356959;-15.925402;0.099810
4;2;0.171746;0.791430;0.104000
4;3;0.222310;0.731640;29.275690
4;1;3.284440;-1.676554;0.097530
4;2;0.388557;0.719761;0.101635
4;3;0.374755;0.703100;29.806403
4;1;17.434539;-4.988807;0.097400
4;2;0.440110;0.508901;0.101506
4;3;0.501374;0.534071;29.252014
4;1;1.433578;-0.487334;0.099732
4;2;0.545549;0.291332;0.103949
4;3;0.521637;0.434104;29.260139
4;1;5.404717;-5.966020;0.097562
4;2;1.510160;-0.200513;0.101659
4;3;1.132782;0.299149;30.142833
4;1;18.415221;-8.034309;0.099461
4;2;0.625110;0.256063;0.103689
4;3;0.518850;0.681449;29.492568
4;1;8.541201;-3.515994;0.097968
4;2;1.059298;0.302286;0.102078
4;3;0.406920;0.482729;28.610862
4;1;0.860714;-0.137989;0.099835
4;2;0.508205;0.221269;0.104106
4;3;0.418178;0.534251;28.721005
4;1;3.530079;-1.683775;0.097245
4;2;0.586389;0.525390;0.101330
4;3;0.380378;0.710165;29.036517
4;1;2.194351;-2.465476;0.099225
4;2;0.497871;-0.260026;0.103404
4;3;0.397955;0.649475;27.882183
4;1;11.356959;-15.300633;0.097578
4;2;0.171746;0.796181;0.101651
4;3;0.208573;0.716685;28.437498
4;1;3.284440;-1.607192;0.099460
4;2;0.388557;0.698901;0.103762
4;3;0.432942;0.673995;29.004019
4;1;17.434539;-4.986691;0.097270
4;2;0.440110;0.473755;0.101301
4;3;0.420381;0.556455;29.644064
4;1;1.433578;-0.699716;0.099878
4;2;0.545549;0.277641;0.104039
4;3;0.571423;0.652097;29.546596
4;1;5.404717;-5.886286;0.097724
4;2;1.510160;-0.072159;0.101772
4;3;1.171624;0.402973;29.201846
4;1;18.415221;-8.403094;0.099753
4;2;0.625110;0.279035;0.103936
4;3;0.946142;0.472161;28.974974
4;1;8.541201;-3.338227;0.097954
4;2;1.059298;0.330476;0.102070
4;3;0.408418;0.533758;28.437579
4;1;0.860714;-0.130267;0.099579
4;2;0.508205;0.258087;0.103756
4;3;0.503133;0.578499;29.077171
4;1;3.530079;-1.729850;0.097375
4;2;0.586389;0.520328;0.101437
4;3;0.277069;0.821174;28.953894
4;1;2.194351;-2.313163;0.099481
4;2;0.497871;-0.255755;0.103713
4;3;0.575502;0.696255;29.844171
4;1;11.356959;-15.470153;0.097902
4;2;0.171746;0.771716;0.101910
4;3;0.379683;0.710145;28.488484
4;1;3.284440;-1.703926;0.099815
4;2;0.388557;0.718383;0.103988
4;3;0.632125;0.627656;28.765926
4;1;17.434539;-5.080905;0.098038
4;2;0.440110;0.518045;0.102157
4;3;0.592048;0.570062;28.556966
4;1;1.433578;-0.557404;0.099597
4;2;0.545549;0.334765;0.103816
4;3;0.541127;0.524991;28.319698
4;1;5.404717;-5.287725;0.111517
4;2;1.510160;-0.143380;0.115562
4;3;1.120117;0.103554;28.617701
4;1;18.415221;-7.495819;0.099788
4;2;0.625110;0.296648;0.103986
4;3;0.446639;0.698073;28.530412
4;1;8.541201;-3.586955;0.099625
4;2;1.059298;0.304700;0.103874
4;3;0.546875;0.492079;29.162973
4;1;0.860714;-0.131719;0.099932
4;2;0.508205;0.238490;0.104203
4;3;0.290720;0.478399;29.401221
4;1;3.530079;-1.708705;0.097379
4;2;0.586389;0.537844;0.101405
4;3;0.342163;0.808602;30.032616
4;1;2.194351;-2.353379;0.097517
4;2;0.497871;-0.239625;0.101576
4;3;0.597755;0.721536;29.615097
4;1;11.356959;-14.238680;0.099991
4;2;0.171746;0.766527;0.104164
4;3;0.412543;0.667742;28.465974
4;1;3.284440;-1.671191;0.097753
4;2;0.388557;0.749532;0.101851
4;3;0.515737;0.593538;28.381132
4;1;17.434539;-4.955543;0.099634
4;2;0.440110;0.491032;0.103895
4;3;0.386254;0.648611;29.767762
4;1;1.433578;-0.545933;0.097502
4;2;0.545549;0.322876;0.101519
4;3;0.444512;0.407316;29.381160
4;1;5.404717;-5.951510;0.099717
4;2;1.510160;-0.138891;0.103986
4;3;0.843826;0.531453;29.337614
4;1;18.415221;-7.766975;0.097353
4;2;0.625110;0.226357;0.101403
4;3;0.597878;0.630624;28.506663
4;1;8.541201;-3.491921;0.099794
4;2;1.059298;0.319286;0.104033
4;3;0.485135;0.494986;29.249812
4;1;0.860714;-0.105455;0.151891
4;2;0.508205;0.241237;0.155919
4;3;0.499121;0.457871;29.646823
4;1;3.530079;-1.759058;0.099657
4;2;0.586389;0.550319;0.103979
4;3;0.242241;0.771395;28.353948
4;1;2.194351;-2.429023;0.097555
4;2;0.497871;-0.302535;0.101623
4;3;0.395226;0.540105;29.713308
4;1;11.356959;-14.572611;0.100003
4;2;0.171746;0.787042;0.104285
4;3;0.409112;0.759470;29.382921
4;1;3.284440;-2.005590;0.097795
4;2;0.388557;0.746439;0.101905
4;3;0.394083;0.708462;28.202278
4;1;17.434539;-4.769861;0.099686
4;2;0.440110;0.465478;0.103984
4;3;0.531249;0.526291;29.089160
4;1;1.433578;-0.626728;0.097589
4;2;0.545549;0.314629;0.101733
4;3;0.522752;0.514167;29.252606
4;1;5.404717;-6.203166;0.099892
4;2;1.510160;-0.097494;0.104183
4;3;0.530750;0.371763;28.794384
4;1;18.415221;-7.521458;0.097452
4;2;0.625110;0.276581;0.101513
4;3;0.269697;0.740783;29.457957
4;1;8.541201;-3.763777;0.099695
4;2;1.059298;0.253246;0.103964
4;3;0.401811;0.527184;30.227781
4;1;0.860714;-0.130405;0.097470
4;2;0.508205;0.234734;0.101501
4;3;0.526254;0.510925;29.464379
4;1;3.530079;-1.653072;0.099647
4;2;0.586389;0.520777;0.103855
4;3;0.183793;0.838251;28.642989
4;1;2.194351;-2.558742;0.097229
4;2;0.497871;-0.310842;0.101272
4;3;0.224355;0.856714;30.574611
4;1;11.356959;-14.526548;0.130071
4;2;0.171746;0.767348;0.134200
4;3;0.192105;0.784837;28.317374
4;1;3.284440;-1.910735;0.097972
4;2;0.388557;0.736870;0.102139
4;3;0.382048;0.709092;28.690024
4;1;17.434539;-4.670825;0.099691
4;2;0.440110;0.506400;0.103933
4;3;0.517894;0.536727;29.749367
4;1;1.433578;-0.628547;0.097976
4;2;0.545549;0.348628;0.102040
4;3;0.549038;0.596752;29.645338
4;1;5.404717;-5.236825;0.099579
4;2;1.510160;-0.027062;0.103795
4;3;0.916598;0.209013;30.583874
4;1;18.415221;-7.680320;0.097519
4;2;0.625110;0.221996;0.101566
4;3;0.318188;0.702722;28.434327
4;1;8.541201;-3.368695;0.099640
4;2;1.059298;0.284259;0.103905
4;3;0.511735;0.511860;29.303685
4;1;0.860714;-0.047823;0.097330
4;2;0.508205;0.256043;0.101406
4;3;0.573321;0.444056;30.205799
4;1;3.530079;-1.766710;0.099471
4;2;0.586389;0.529247;0.103715
4;3;0.345904;0.709507;30.133361
4;1;2.194351;-2.169619;0.097380
4;2;0.497871;-0.284843;0.101452
4;3;0.367912;0.761048;29.156602
4;1;11.356959;-14.430975;0.099853
4;2;0.171746;0.796201;0.103985
4;3;0.174048;0.729483;28.552952
4;1;3.284440;-1.772530;0.097458
4;2;0.388557;0.735067;0.101567
4;3;0.515273;0.633608;28.428199
4;1;17.434539;-4.759881;0.099703
4;2;0.440110;0.509948;0.103998
4;3;0.507761;0.544103;28.536020
4;1;1.433578;-0.609157;0.097690
4;2;0.545549;0.322688;0.101810
4;3;0.467993;0.487136;29.368065
4;1;5.404717;-5.537701;0.099498
4;2;1.510160;-0.116489;0.103769
4;3;0.524158;0.446901;29.895556
4;1;18.415221;-7.957739;0.097381
4;2;0.625110;0.226827;0.101469
4;3;0.309466;0.739369;29.688639
4;1;8.541201;-3.311252;0.099625
4;2;1.059298;0.279453;0.103888
4;3;0.520136;0.507282;29.214214
4;1;0.860714;-0.133600;0.097708
4;2;0.508205;0.259634;0.101775
4;3;0.469016;0.534841;29.683299
4;1;3.530079;-1.809049;0.097838
4;2;0.586389;0.523578;0.101941
4;3;0.299066;0.738228;28.675165
4;1;2.194351;-2.393106;0.099512
4;2;0.497871;-0.217592;0.103773
4;3;0.390151;0.564791;28.913981
