China;1;0.379832;0.106866;0.111643
China;2;0.458084;0.031979;0.133587
China;3;126.687763;-268.291472;137.767105
China;1;0.340176;0.081091;0.097103
China;2;0.468373;-0.080122;0.118005
China;3;82.653248;-276.093051;131.569862
China;1;0.400599;0.111681;0.094522
China;2;0.521084;-0.081477;0.103068
China;3;160.413979;-329.718928;127.643193
China;1;0.379832;0.128712;0.092952
China;2;0.458084;0.053641;0.115461
China;3;68.174946;-192.642665;123.399854
China;1;0.340176;0.079797;0.079396
China;2;0.468373;-0.034866;0.098699
China;3;79.937568;-269.847635;110.153513
China;1;0.400599;0.137098;0.074239
China;2;0.521084;-0.041308;0.094279
China;3;128.376673;-348.908392;101.915879
China;1;0.379832;0.106866;0.062481
China;2;0.458084;0.033362;0.073164
China;3;84.670897;-206.749050;91.487506
China;1;0.340176;0.074583;0.063307
China;2;0.468373;-0.022019;0.080264
China;3;48.671812;-239.180896;85.467456
China;1;0.400599;0.119462;0.053395
China;2;0.521084;-0.087934;0.069662
China;3;59.086078;-160.695910;71.826333
China;1;0.379832;0.117281;0.047599
China;2;0.458084;0.075619;0.056038
China;3;107.287316;-239.093895;58.815919
China;1;0.340176;0.139204;0.029098
China;2;0.468373;0.021184;0.037528
China;3;116.972644;-308.542733;53.130517
China;1;0.400599;0.157586;0.031895
China;2;0.521084;-0.025198;0.039576
China;3;94.098635;-211.398549;43.761719
China;1;0.379832;0.040340;0.025247
China;2;0.458084;0.037487;0.031378
China;3;134.337095;-263.550017;43.375712
China;1;0.340176;0.133496;0.024347
China;2;0.468373;0.004081;0.029393
China;3;125.745497;-319.484158;38.314784
China;1;0.400599;0.115589;0.019263
China;2;0.521084;-0.061013;0.023982
China;3;147.813299;-299.601139;29.091572
China;1;0.379832;0.065517;0.017936
China;2;0.458084;0.071815;0.022500
China;3;92.686529;-222.143688;30.523998
China;1;0.340176;0.067983;0.018258
China;2;0.468373;-0.010865;0.023349
China;3;149.987141;-341.476053;28.886690
China;1;0.400599;0.130881;0.018276
China;2;0.521084;-0.056400;0.022522
China;3;153.000000;-311.168745;30.735304
China;1;0.379832;0.144710;0.018289
