Finnish;1;0.868284;0.415392;0.135095
Finnish;2;0.458276;0.577196;0.136700
Finnish;3;0.809592;0.426397;15.247768
Finnish;1;1.208512;0.030561;0.168152
Finnish;2;0.741935;0.395035;0.170040
Finnish;3;0.610313;0.244160;13.915335
Finnish;1;0.488771;0.527708;0.085034
Finnish;2;0.723535;0.179240;0.086004
Finnish;3;0.614841;0.383903;14.088849
Finnish;1;0.868284;0.375448;0.075867
Finnish;2;0.458276;0.548184;0.076834
Finnish;3;0.480690;0.456896;13.029351
Finnish;1;1.208512;0.001048;0.082290
Finnish;2;0.741935;0.377191;0.083357
Finnish;3;0.667580;0.277344;13.315998
Finnish;1;0.488771;0.540283;0.075960
Finnish;2;0.723535;0.145632;0.076901
Finnish;3;0.591680;0.521672;13.986951
Finnish;1;0.868284;0.399870;0.083761
Finnish;2;0.458276;0.563359;0.085532
Finnish;3;0.679088;0.461913;12.965510
Finnish;1;1.208512;0.003801;0.070273
Finnish;2;0.741935;0.393132;0.071201
Finnish;3;0.828886;0.066292;13.448342
Finnish;1;0.488771;0.538968;0.097143
Finnish;2;0.723535;0.152342;0.098111
Finnish;3;0.573512;0.368887;12.697082
Finnish;1;0.868284;0.434898;0.081074
Finnish;2;0.458276;0.542878;0.082007
Finnish;3;0.574730;0.516572;12.670752
Finnish;1;1.208512;0.000838;0.075756
Finnish;2;0.741935;0.382268;0.076721
Finnish;3;0.767877;0.196962;12.625001
Finnish;1;0.488771;0.519251;0.060315
Finnish;2;0.723535;0.151988;0.061243
Finnish;3;0.716811;0.220529;12.909271
Finnish;1;0.868284;0.372558;0.059265
Finnish;2;0.458276;0.546770;0.060226
Finnish;3;0.521051;0.537536;12.931498
Finnish;1;1.208512;0.047334;0.068769
Finnish;2;0.741935;0.375146;0.069685
Finnish;3;0.996597;0.180708;12.968753
Finnish;1;0.488771;0.518368;0.089260
Finnish;2;0.723535;0.129889;0.090228
Finnish;3;0.579811;0.408412;12.805375
Finnish;1;0.868284;0.397582;0.072129
Finnish;2;0.458276;0.553099;0.073091
Finnish;3;0.678903;0.502379;12.496857
Finnish;1;1.208512;0.044844;0.092682
Finnish;2;0.741935;0.382299;0.107351
Finnish;3;0.956674;0.136506;12.797504
Finnish;1;0.488771;0.556484;0.067004
Finnish;2;0.723535;0.199176;0.067974
Finnish;3;0.596523;0.388626;12.725791
Finnish;1;0.868284;0.374238;0.074377
Finnish;2;0.458276;0.553927;0.075320
Finnish;3;0.744445;0.236686;13.241641
Finnish;1;1.208512;0.001547;0.081089
Finnish;2;0.741935;0.342046;0.082003
Finnish;3;0.566635;0.316822;12.553203
Finnish;1;0.488771;0.523030;0.073711
Finnish;2;0.723535;0.187739;0.074669
Finnish;3;0.577670;0.409805;12.907334
Finnish;1;0.868284;0.407511;0.073497
Finnish;2;0.458276;0.540129;0.088283
Finnish;3;0.802544;0.253378;12.900681
Finnish;1;1.208512;-0.004505;0.077154
Finnish;2;0.741935;0.372145;0.078290
Finnish;3;0.482279;0.547690;12.746385
Finnish;1;0.488771;0.528316;0.080865
Finnish;2;0.723535;0.142010;0.081778
Finnish;3;0.560257;0.334916;13.172546
Finnish;1;0.868284;0.363773;0.077620
Finnish;2;0.458276;0.569109;0.078579
Finnish;3;0.414488;0.548513;12.408025
Finnish;1;1.208512;0.026585;0.065974
Finnish;2;0.741935;0.374311;0.066893
Finnish;3;0.519801;0.529697;12.336412
Finnish;1;0.488771;0.532221;0.079535
Finnish;2;0.723535;0.166635;0.080480
Finnish;3;0.702741;0.325213;13.072697
Finnish;1;0.868284;0.417785;0.076543
Finnish;2;0.458276;0.567195;0.077443
Finnish;3;1.201398;0.412739;12.789054
Finnish;1;1.208512;-0.007516;0.073427
Finnish;2;0.741935;0.420489;0.074375
Finnish;3;0.475822;0.540818;12.673178
Finnish;1;0.488771;0.503909;0.083334
Finnish;2;0.723535;0.205507;0.084256
Finnish;3;0.583763;0.379516;13.245605
Finnish;1;0.868284;0.379959;0.056952
Finnish;2;0.458276;0.540644;0.057911
Finnish;3;0.529479;0.529319;12.658583
Finnish;1;1.208512;0.073019;0.072776
Finnish;2;0.741935;0.378313;0.073699
Finnish;3;0.593375;0.508546;12.773834
Finnish;1;0.488771;0.532219;0.083997
Finnish;2;0.723535;0.179296;0.084988
Finnish;3;0.592796;0.403113;13.075751
Finnish;1;0.868284;0.419537;0.078643
Finnish;2;0.458276;0.567821;0.079548
Finnish;3;0.700906;0.423418;12.249499
Finnish;1;1.208512;0.057028;0.064245
Finnish;2;0.741935;0.379345;0.065175
Finnish;3;0.534470;0.502686;12.664830
Finnish;1;0.488771;0.529784;0.078866
Finnish;2;0.723535;0.168960;0.112335
Finnish;3;0.650580;0.286333;11.594546
Finnish;1;0.868284;0.390639;0.066760
Finnish;2;0.458276;0.568217;0.067851
Finnish;3;0.576877;0.502405;11.406420
Finnish;1;1.208512;-0.009760;0.067714
Finnish;2;0.741935;0.400190;0.068655
Finnish;3;0.574435;0.495956;10.921438
Finnish;1;0.488771;0.536017;0.062672
Finnish;2;0.723535;0.172622;0.063663
Finnish;3;0.569264;0.373810;11.554139
Finnish;1;0.868284;0.398710;0.064990
Finnish;2;0.458276;0.547155;0.065918
Finnish;3;0.407825;0.479626;10.959906
Finnish;1;1.208512;0.043641;0.067324
Finnish;2;0.741935;0.394991;0.068043
Finnish;3;0.793728;0.124655;11.169904
Finnish;1;0.488771;0.513417;0.068803
Finnish;2;0.723535;0.200377;0.069744
Finnish;3;0.549428;0.354717;11.635009
Finnish;1;0.868284;0.406317;0.068188
Finnish;2;0.458276;0.580844;0.069152
Finnish;3;0.681476;0.255754;11.009677
Finnish;1;1.208512;0.034532;0.060968
Finnish;2;0.741935;0.372052;0.061904
Finnish;3;0.514570;0.543518;11.426705
Finnish;1;0.488771;0.519037;0.069454
Finnish;2;0.723535;0.161362;0.070387
Finnish;3;0.589868;0.378972;11.518087
Finnish;1;0.868284;0.409941;0.064687
Finnish;2;0.458276;0.533992;0.065890
Finnish;3;0.569548;0.519320;10.860157
Finnish;1;1.208512;0.013644;0.062913
Finnish;2;0.741935;0.371585;0.074607
Finnish;3;0.775419;-0.057914;11.325362
Finnish;1;0.488771;0.542101;0.056566
Finnish;2;0.723535;0.163797;0.057471
Finnish;3;0.469019;0.337976;10.748560
Finnish;1;0.868284;0.408914;0.057728
Finnish;2;0.458276;0.556532;0.058686
Finnish;3;0.569631;0.517098;10.030144
Finnish;1;1.208512;0.034050;0.050615
Finnish;2;0.741935;0.433116;0.051512
Finnish;3;0.419951;0.412091;9.877876
Finnish;1;0.488771;0.527856;0.051986
Finnish;2;0.723535;0.176292;0.053590
Finnish;3;0.968130;-0.025515;10.007444
Finnish;1;0.868284;0.412813;0.059509
Finnish;2;0.458276;0.548636;0.060198
