3;1;0.974861;-0.272762
3;2;0.895242;0.059076
3;3;2.537525;0.015511
3;1;5.407614;-4.875840
3;2;0.595819;0.439957
3;3;0.981204;-0.238042
3;1;0.987652;-0.022098
3;2;0.697009;0.333333
3;3;0.904519;-0.208075
3;1;0.974861;-0.272762
3;2;0.895242;0.059076
3;3;2.258228;0.110119
3;1;5.407614;-4.875840
3;2;0.595819;0.439957
3;3;0.469675;0.049583
3;1;0.987652;-0.022098
3;2;0.697009;0.333333
3;3;3.663420;-2.556127
3;1;0.974861;-0.272762
3;2;0.895242;0.059076
3;3;1.830531;0.164110
3;1;5.407614;-4.875840
3;2;0.595819;0.439957
3;3;5.409578;-2.904086
3;1;0.987652;-0.022098
3;2;0.697009;0.333333
3;3;3.156526;-3.252159
3;1;0.974861;-0.272762
3;2;0.895242;0.059076
3;3;2.150855;-0.201652
3;1;5.407614;-4.875840
3;2;0.595819;0.439957
3;3;4.146733;-2.420834
3;1;0.987652;-0.022098
3;2;0.697009;0.333333
3;3;3.641643;-2.450876
3;1;0.974861;-0.272762
3;2;0.895242;0.059076
3;3;1.932041;0.022090
3;1;5.407614;-4.875840
3;2;0.595819;0.439957
3;3;0.804717;0.074442
3;1;0.987652;-0.022098
3;2;0.697009;0.333333
3;3;3.982752;-3.294883
3;1;0.974861;-0.272762
3;2;0.895242;0.059076
3;3;2.643993;-0.350891
3;1;5.407614;-4.875840
3;2;0.595819;0.439957
3;3;1.020121;-0.302694
3;1;0.987652;-0.022098
3;2;0.697009;0.333333
3;3;3.167867;-2.178133
3;1;0.974861;-0.272762
3;2;0.895242;0.059076
3;3;2.237850;0.104267
3;1;5.407614;-4.875840
3;2;0.595819;0.439957
3;3;0.737135;0.168702
3;1;0.987652;-0.022098
3;2;0.697009;0.333333
3;3;3.985380;-2.644728
3;1;0.974861;-0.272762
3;2;0.895242;0.059076
3;3;0.886001;-0.175245
3;1;5.407614;-4.875840
3;2;0.595819;0.439957
3;3;1.298826;-0.514653
3;1;0.987652;-0.022098
3;2;0.697009;0.333333
3;3;3.312750;-2.245520
3;1;0.974861;-0.272762
3;2;0.895242;0.059076
3;3;3.037273;-1.009417
3;1;5.407614;-4.875840
3;2;0.595819;0.439957
3;3;1.418421;-0.583007
3;1;0.987652;-0.022098
3;2;0.697009;0.333333
3;3;2.758146;-1.986011
3;1;0.974861;-0.272762
3;2;0.895242;0.059076
3;3;1.632088;-0.089625
3;1;5.407614;-4.875840
3;2;0.595819;0.439957
3;3;0.728881;-0.222724
3;1;0.987652;-0.022098
3;2;0.697009;0.333333
3;3;3.275871;-2.398361
