4;1;0.170534;0.480112;0.110277
4;2;0.200000;0.303136;0.114534
4;3;0.750731;-1.912632;32.607034
4;1;0.209131;0.297186;0.119137
4;2;0.250000;0.020568;0.124688
4;3;2.356746;-7.796511;32.378421
4;1;0.344183;0.297378;0.118571
4;2;0.416667;-0.016260;0.123967
4;3;2.749208;-5.435105;32.516839
4;1;0.192259;0.478171;0.102256
4;2;0.291667;0.276620;0.106174
4;3;0.810554;-4.495687;32.753613
4;1;0.189919;0.084793;0.103245
4;2;0.291667;0.034376;0.107266
4;3;2.892296;-8.236518;32.988695
4;1;0.135229;0.594442;0.102348
4;2;0.333333;0.372844;0.106387
4;3;0.522854;-1.902565;32.768952
4;1;0.141735;0.356963;0.102534
4;2;0.416667;-0.230661;0.106519
4;3;1.925161;-14.504402;32.564884
4;1;0.213614;0.303927;0.102407
4;2;0.200000;0.399399;0.106394
4;3;1.412029;-4.437960;32.184531
4;1;0.207221;0.251749;0.102066
4;2;0.250000;0.111111;0.106041
4;3;0.718941;-1.613578;32.503302
4;1;0.356053;-2803698214764087808.000000;0.101909
4;2;0.450000;0.170813;0.105838
4;3;2.262421;-3.730633;33.362876
4;1;0.170534;0.491370;0.102665
4;2;0.200000;0.294881;0.106604
4;3;3.351757;-8.577212;31.371372
4;1;0.209131;0.319085;0.102279
4;2;0.250000;-0.034126;0.106258
4;3;1.588583;-5.086044;31.808862
4;1;0.344183;0.307344;0.103182
4;2;0.416667;-0.061571;0.107184
4;3;2.604087;-8.691532;33.002242
4;1;0.192259;0.508156;0.102148
4;2;0.291667;0.286530;0.106152
4;3;0.561840;-1.176190;32.972446
4;1;0.189919;0.161553;0.103099
4;2;0.291667;0.007937;0.107075
4;3;1.058612;-3.252233;32.551211
4;1;0.135229;0.581511;0.110396
4;2;0.333333;0.371662;0.115047
4;3;1.250243;-3.611708;33.224204
4;1;0.141735;0.341395;0.102636
4;2;0.416667;-0.261261;0.106637
4;3;1.021047;-3.240066;32.807198
4;1;0.213614;0.356438;0.102346
4;2;0.200000;0.388940;0.106315
4;3;3.365855;-10.094993;32.498345
4;1;0.207221;0.283798;0.102715
4;2;0.250000;0.140893;0.106646
4;3;0.535775;-1.220249;31.917613
4;1;0.356053;-2780104681400014336.000000;0.102379
4;2;0.450000;0.176083;0.106393
4;3;1.228162;-3.483424;31.534813
4;1;0.170534;0.495343;0.102688
4;2;0.200000;0.319079;0.106646
4;3;0.863701;-1.298322;32.613816
4;1;0.209131;0.313065;0.102187
4;2;0.250000;-0.011122;0.106102
4;3;1.598857;-5.645803;30.860194
4;1;0.344183;0.296253;0.102443
4;2;0.416667;-0.059042;0.106484
4;3;4.398223;-7.404217;33.539864
4;1;0.192259;0.500444;0.102389
4;2;0.291667;0.250600;0.106381
4;3;0.491434;-0.754573;33.075127
4;1;0.189919;0.129737;0.102288
4;2;0.291667;0.074074;0.106252
4;3;0.818691;-2.203128;33.015956
4;1;0.135229;0.589833;0.102026
4;2;0.333333;0.349593;0.106038
4;3;0.333333;-1.244487;32.050619
4;1;0.141735;0.368005;0.103397
4;2;0.416667;-0.183232;0.107461
4;3;1.147545;-2.291957;31.867491
4;1;0.213614;0.321312;0.155782
4;2;0.200000;0.392282;0.159640
4;3;1.626703;-5.131789;33.109746
4;1;0.207221;0.242058;0.101961
4;2;0.250000;0.108734;0.106065
4;3;1.854198;-7.132433;32.211493
4;1;0.356053;-2776210977364440064.000000;0.102606
4;2;0.450000;0.159462;0.106612
4;3;2.413754;-6.367195;33.799362
4;1;0.170534;0.493364;0.103486
4;2;0.200000;0.314505;0.107505
4;3;2.198307;-5.454929;32.106952
4;1;0.209131;0.285700;0.102376
4;2;0.250000;-0.022495;0.106402
4;3;1.407595;-4.691566;31.248343
4;1;0.344183;0.314368;0.103123
4;2;0.416667;-0.060727;0.107149
4;3;2.000000;-3.772394;33.577698
4;1;0.192259;0.510674;0.102105
4;2;0.291667;0.263840;0.106018
